transaction_id,date_time,payment_method,product_id,product_name,product_description,product_category,unit_price,quantity,discount,store_id,store_city,store_address,store_postalcode,transaction_type
1328,2024-12-02 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,87,0,3,Gent,Korenmarkt 14,9000,buy
1628,2024-10-26 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,22,0,5,Liege,Place Saint-Lambert 27,4000,buy
104,2024-11-22 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,34,0,1,Bruxelles,Rue de la Loi 155,1000,buy
447,2024-11-05 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,27,0,1,Bruxelles,Rue de la Loi 155,1000,buy
637,2024-11-30 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,68,0,1,Bruxelles,Rue de la Loi 155,1000,buy
759,2024-10-07 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,54,0,3,Gent,Korenmarkt 14,9000,buy
1368,2024-11-15 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,90,0,4,Antwerp,Meir 78,2000,buy
1127,2024-11-22 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,38,0,2,Brugges,Markt 1,8000,buy
826,2024-11-30 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,68,0,2,Brugges,Markt 1,8000,buy
1417,2024-11-12 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,96,0,3,Gent,Korenmarkt 14,9000,buy
82,2024-12-03 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,29,0,4,Antwerp,Meir 78,2000,buy
882,2024-11-10 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,52,0,2,Brugges,Markt 1,8000,buy
303,2024-12-04 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,31,0,5,Liege,Place Saint-Lambert 27,4000,buy
253,2024-10-27 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,58,0,1,Bruxelles,Rue de la Loi 155,1000,buy
373,2024-10-31 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,76,0,1,Bruxelles,Rue de la Loi 155,1000,buy
727,2024-11-29 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,29,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1336,2024-11-01 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,41,0,4,Antwerp,Meir 78,2000,buy
989,2024-11-08 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,69,0,3,Gent,Korenmarkt 14,9000,buy
1360,2024-10-27 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,54,0,2,Brugges,Markt 1,8000,buy
587,2024-11-20 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,25,0,4,Antwerp,Meir 78,2000,buy
1357,2024-12-01 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,41,0,2,Brugges,Markt 1,8000,buy
925,2024-11-17 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,75,0,3,Gent,Korenmarkt 14,9000,buy
1107,2024-10-07 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,49,0,2,Brugges,Markt 1,8000,buy
1310,2024-11-28 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,35,0,3,Gent,Korenmarkt 14,9000,buy
1267,2024-11-18 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,24,0,2,Brugges,Markt 1,8000,buy
914,2024-10-10 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,42,0,2,Brugges,Markt 1,8000,buy
483,2024-11-30 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,86,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1402,2024-10-11 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,33,0,3,Gent,Korenmarkt 14,9000,buy
609,2024-10-24 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,75,0,3,Gent,Korenmarkt 14,9000,buy
98,2024-11-21 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,41,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1194,2024-11-29 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,54,0,1,Bruxelles,Rue de la Loi 155,1000,buy
140,2024-11-12 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,49,0,2,Brugges,Markt 1,8000,buy
1146,2024-11-29 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,44,0,1,Bruxelles,Rue de la Loi 155,1000,buy
655,2024-12-03 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,74,0,3,Gent,Korenmarkt 14,9000,buy
77,2024-12-03 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,59,0,2,Brugges,Markt 1,8000,buy
439,2024-10-31 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,46,0,2,Brugges,Markt 1,8000,buy
401,2024-11-14 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,98,0,4,Antwerp,Meir 78,2000,buy
448,2024-11-26 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,27,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1380,2024-12-04 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,23,0,3,Gent,Korenmarkt 14,9000,buy
1028,2024-11-05 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,36,0,3,Gent,Korenmarkt 14,9000,buy
343,2024-12-06 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,57,0,3,Gent,Korenmarkt 14,9000,buy
825,2024-10-12 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,46,0,3,Gent,Korenmarkt 14,9000,buy
857,2024-10-29 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,72,0,1,Bruxelles,Rue de la Loi 155,1000,buy
246,2024-11-27 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,79,0,5,Liege,Place Saint-Lambert 27,4000,buy
533,2024-10-21 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,20,0,5,Liege,Place Saint-Lambert 27,4000,buy
453,2024-10-28 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,73,0,1,Bruxelles,Rue de la Loi 155,1000,buy
525,2024-11-04 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,23,0,3,Gent,Korenmarkt 14,9000,buy
1301,2024-10-20 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,37,0,2,Brugges,Markt 1,8000,buy
226,2024-10-26 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,55,0,3,Gent,Korenmarkt 14,9000,buy
1051,2024-12-04 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,60,0,2,Brugges,Markt 1,8000,buy
190,2024-10-15 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,43,0,3,Gent,Korenmarkt 14,9000,buy
1596,2024-12-06 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,25,0,1,Bruxelles,Rue de la Loi 155,1000,buy
810,2024-10-31 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,83,0,5,Liege,Place Saint-Lambert 27,4000,buy
461,2024-11-30 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,82,0,3,Gent,Korenmarkt 14,9000,buy
1083,2024-11-04 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,50,0,5,Liege,Place Saint-Lambert 27,4000,buy
549,2024-10-23 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,32,0,2,Brugges,Markt 1,8000,buy
1458,2024-11-17 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,73,0,5,Liege,Place Saint-Lambert 27,4000,buy
727,2024-11-22 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,51,0,4,Antwerp,Meir 78,2000,buy
68,2024-12-04 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,62,0,2,Brugges,Markt 1,8000,buy
1097,2024-11-10 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,81,0,5,Liege,Place Saint-Lambert 27,4000,buy
579,2024-11-30 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,81,0,3,Gent,Korenmarkt 14,9000,buy
841,2024-11-09 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,27,0,2,Brugges,Markt 1,8000,buy
14,2024-11-28 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,83,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1655,2024-10-29 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,81,0,3,Gent,Korenmarkt 14,9000,buy
140,2024-11-07 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,21,0,5,Liege,Place Saint-Lambert 27,4000,buy
1120,2024-11-04 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,84,0,4,Antwerp,Meir 78,2000,buy
1052,2024-11-14 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,68,0,5,Liege,Place Saint-Lambert 27,4000,buy
73,2024-10-13 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,77,0,4,Antwerp,Meir 78,2000,buy
950,2024-11-02 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,65,0,4,Antwerp,Meir 78,2000,buy
1129,2024-11-24 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,34,0,4,Antwerp,Meir 78,2000,buy
1027,2024-11-29 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,86,0,2,Brugges,Markt 1,8000,buy
534,2024-10-29 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,53,0,5,Liege,Place Saint-Lambert 27,4000,buy
485,2024-11-30 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,50,0,1,Bruxelles,Rue de la Loi 155,1000,buy
405,2024-10-17 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,38,0,2,Brugges,Markt 1,8000,buy
565,2024-10-12 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,77,0,2,Brugges,Markt 1,8000,buy
1094,2024-11-25 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,47,0,2,Brugges,Markt 1,8000,buy
707,2024-10-09 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,97,0,5,Liege,Place Saint-Lambert 27,4000,buy
1345,2024-11-02 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,37,0,3,Gent,Korenmarkt 14,9000,buy
1103,2024-11-26 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,29,0,2,Brugges,Markt 1,8000,buy
196,2024-10-22 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,98,0,3,Gent,Korenmarkt 14,9000,buy
958,2024-10-20 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,83,0,2,Brugges,Markt 1,8000,buy
192,2024-11-26 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,62,0,5,Liege,Place Saint-Lambert 27,4000,buy
146,2024-11-11 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,80,0,5,Liege,Place Saint-Lambert 27,4000,buy
892,2024-10-11 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,70,0,3,Gent,Korenmarkt 14,9000,buy
4,2024-12-06 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,89,0,3,Gent,Korenmarkt 14,9000,buy
977,2024-10-30 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,45,0,4,Antwerp,Meir 78,2000,buy
87,2024-10-19 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,56,0,2,Brugges,Markt 1,8000,buy
1474,2024-10-22 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,77,0,2,Brugges,Markt 1,8000,buy
842,2024-11-05 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,62,0,3,Gent,Korenmarkt 14,9000,buy
1576,2024-10-15 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,65,0,2,Brugges,Markt 1,8000,buy
1456,2024-10-25 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,56,0,1,Bruxelles,Rue de la Loi 155,1000,buy
528,2024-10-27 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,68,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1620,2024-10-29 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,35,0,3,Gent,Korenmarkt 14,9000,buy
369,2024-11-22 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,58,0,2,Brugges,Markt 1,8000,buy
1535,2024-10-09 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,86,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1121,2024-11-25 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,24,0,4,Antwerp,Meir 78,2000,buy
639,2024-11-24 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,31,0,2,Brugges,Markt 1,8000,buy
900,2024-11-24 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,32,0,2,Brugges,Markt 1,8000,buy
519,2024-11-10 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,21,0,4,Antwerp,Meir 78,2000,buy
1518,2024-11-01 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,97,0,2,Brugges,Markt 1,8000,buy
1270,2024-12-03 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,20,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1355,2024-10-25 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,79,0,5,Liege,Place Saint-Lambert 27,4000,buy
181,2024-11-28 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,34,0,5,Liege,Place Saint-Lambert 27,4000,buy
23,2024-10-27 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,40,0,5,Liege,Place Saint-Lambert 27,4000,buy
480,2024-11-06 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,84,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1120,2024-10-15 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,48,0,1,Bruxelles,Rue de la Loi 155,1000,buy
686,2024-11-14 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,63,0,5,Liege,Place Saint-Lambert 27,4000,buy
1215,2024-11-22 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,30,0,2,Brugges,Markt 1,8000,buy
1149,2024-10-13 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,31,0,5,Liege,Place Saint-Lambert 27,4000,buy
1343,2024-10-11 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,64,0,5,Liege,Place Saint-Lambert 27,4000,buy
27,2024-10-23 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,94,0,3,Gent,Korenmarkt 14,9000,buy
476,2024-11-11 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,38,0,4,Antwerp,Meir 78,2000,buy
569,2024-10-21 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,88,0,4,Antwerp,Meir 78,2000,buy
438,2024-10-15 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,93,0,5,Liege,Place Saint-Lambert 27,4000,buy
836,2024-11-02 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,63,0,3,Gent,Korenmarkt 14,9000,buy
434,2024-10-25 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,80,0,5,Liege,Place Saint-Lambert 27,4000,buy
693,2024-11-06 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,58,0,5,Liege,Place Saint-Lambert 27,4000,buy
629,2024-11-23 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,23,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1266,2024-12-04 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,82,0,3,Gent,Korenmarkt 14,9000,buy
1279,2024-11-28 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,64,0,4,Antwerp,Meir 78,2000,buy
252,2024-10-26 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,65,0,2,Brugges,Markt 1,8000,buy
1335,2024-10-15 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,49,0,2,Brugges,Markt 1,8000,buy
459,2024-11-30 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,71,0,3,Gent,Korenmarkt 14,9000,buy
1042,2024-10-31 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,37,0,4,Antwerp,Meir 78,2000,buy
1004,2024-11-20 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,93,0,1,Bruxelles,Rue de la Loi 155,1000,buy
671,2024-12-05 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,94,0,2,Brugges,Markt 1,8000,buy
18,2024-10-30 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,99,0,3,Gent,Korenmarkt 14,9000,buy
1375,2024-11-16 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,61,0,3,Gent,Korenmarkt 14,9000,buy
1110,2024-11-21 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,51,0,3,Gent,Korenmarkt 14,9000,buy
1130,2024-10-11 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,98,0,1,Bruxelles,Rue de la Loi 155,1000,buy
354,2024-11-17 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,20,0,2,Brugges,Markt 1,8000,buy
897,2024-10-19 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,65,0,4,Antwerp,Meir 78,2000,buy
78,2024-11-02 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,84,0,5,Liege,Place Saint-Lambert 27,4000,buy
1245,2024-10-19 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,63,0,3,Gent,Korenmarkt 14,9000,buy
1420,2024-10-26 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,38,0,3,Gent,Korenmarkt 14,9000,buy
1015,2024-10-14 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,33,0,2,Brugges,Markt 1,8000,buy
768,2024-10-27 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,32,0,2,Brugges,Markt 1,8000,buy
1361,2024-11-18 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,56,0,4,Antwerp,Meir 78,2000,buy
1254,2024-10-24 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,65,0,5,Liege,Place Saint-Lambert 27,4000,buy
196,2024-11-24 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,98,0,5,Liege,Place Saint-Lambert 27,4000,buy
1029,2024-10-28 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,90,0,5,Liege,Place Saint-Lambert 27,4000,buy
58,2024-10-24 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,66,0,5,Liege,Place Saint-Lambert 27,4000,buy
1252,2024-11-14 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,23,0,2,Brugges,Markt 1,8000,buy
959,2024-10-07 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,52,0,3,Gent,Korenmarkt 14,9000,buy
808,2024-11-26 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,98,0,2,Brugges,Markt 1,8000,buy
487,2024-11-23 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,21,0,4,Antwerp,Meir 78,2000,buy
669,2024-11-23 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,26,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1436,2024-10-07 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,36,0,4,Antwerp,Meir 78,2000,buy
1337,2024-11-24 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,79,0,1,Bruxelles,Rue de la Loi 155,1000,buy
1612,2024-11-13 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,52,0,3,Gent,Korenmarkt 14,9000,buy
